"locator_domain","page_url","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation" 
"lids.com","https://lids.com/store/lids-philadelphia-airport/sd-39562813+z-9075119-1968954872","Lids Philadelphia Airport 6162","8500 Essington Ave  SPC DE7","Philadelphia","PA","19153","US","6162","215-937-1580","Lids","39.8764024","-75.2469751","Sun: 8:30 AM-5:30 PM; Mon: 8:30 AM-5:30 PM; Tue: 8:30 AM-5:30 PM; Wed: 8:30 AM-5:30 PM; Thu: 8:30 AM-5:30 PM; Fri: 8:30 AM-5:30 PM; Sat: 8:30 AM-5:30 PM"
"lids.com","https://lids.com/store/lids-great-lakes-crossing/sd-38806917+z-9966625-1200836416","Lids Great Lakes Crossing 5236","4580 Baldwin Rd District Sp806","Auburn Hills","MI","48326","US","5236","248-335-4090","Lids","42.7030768","-83.2973864","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-williamsburg-premium-outlets/sd-28709060+z-896572-114652549","Lids Williamsburg Premium Outlets 6314","5715 Richmond Rd SPD054","Williamsburg","VA","23188","US","6314","757-253-0424","Lids","37.321084","-76.737587","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/macys-locker-room-by-lids-macys-center-city-philadelphia/sd-91558034+z-77285-1289485553","Macy's Locker Room by LIDS 2021","1300 Market Street","Philadelphia","PA","19107","US","2021","<MISSING>","Macy's Locker Room by LIDS","39.951411","-75.162069","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/fanatics-by-lids-crossings-premium-outlets/sd-20721355+z-9246008-1642289988","Fanatics by Lids Crossings Premium Outlets 8520","1000 Premium Outlets Dr SPG13","Tannersville","PA","18372","US","8520","570-369-9858","Lids","41.0479966","-75.3128351","Sun: 10:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-the-crossings-premium-outlets/sd-39929157+z-9406546-648219517","Lids The Crossings Premium Outlets 6322","1000 Rt 611 B02","Tannersville","PA","18372","US","6322","570-629-7820","Lids","41.048326","-75.312236","Sun: 10:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/macys-locker-room-by-lids-florence-mall/sd-46232924+z-9255124-149030336","Macy's Locker Room by LIDS Florence Mall 2172","5000 MALL ROAD","Florence","KY","41042","US","2172","<MISSING>","Macy's Locker Room by LIDS","39.003128","-84.652117","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/locker-room-by-lids-florence-mall/sd-20797795+z-830554-3883234596","Locker Room by LIDS Florence Mall 8206","2028 Florence Mall  SP1","FLORENCE","KY","41042","US","8206","859-371-3946","Locker Room by LIDS","38.995675","-84.650641","Sun: 12:00 PM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-florence-mall/sd-2388+z-996361728-3899403587","Lids Florence Mall 10","1140 Mall Rd","Florence","KY","41042","US","10","859-525-0963","Lids","38.992108","-84.651759","Sun: 12:00 PM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-willow-grove/sd-124899+z-95595320-1661056108","Lids Willow Grove 140","2500 Moreland Rd 3025","Willow Grove","PA","19090","US","140","215-657-7919","Lids","40.140364","-75.123215","Sun: 10:00 AM-9:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-deptford-mall/sd-27470886+z-9784294-924961883","Lids Deptford Mall 5388","1750 Deptford Ctr Rd, Sp 1223","Deptford","NJ","08096","US","5388","856-845-0129","Lids","39.8315016","-75.0976381","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-the-centre-at-salisbury/sd-3985+z-985011995-590686782","Lids The Centre at Salisbury 67","2300 N Salisbury Blvd C115","Salisbury","MD","21801","US","67","410-334-2366","Lids","38.398857","-75.566277","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-gloucester-premium-outlets/sd-39046015+z-9576679-1650400931","Lids Gloucester Premium Outlets 6444","100 Premium Outlets Dr SP10","Blackwood","NJ","08012","US","6444","856-221-8733","Lids","39.8023363","-75.0640602","Sun: 10:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-cherry-hill-mall/sd-16331385+z-9929644-233305733","Lids Cherry Hill Mall 5027","2000 Rt 38 SP 1595","Cherry Hill","NJ","08002","US","5027","856-662-5255","Lids","39.94086","-75.0257016","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-philadelphia-mills-mall/sd-38441681+z-9068331-1999932305","Lids Philadelphia Mills Mall 5053","1301 Franklin Mills Circle","Philadelphia","PA","19154","US","5053","215-632-5506","Lids","40.0881435","-74.9609055","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-moorestown-mall/sd-27517786+z-9329811-3575572932","Lids Moorestown Mall 5608","400 Route 38, 1675","Moorestown","NJ","08057","US","5608","856-727-7774","Lids","39.944399","-74.964442","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-oxford-valley-mall/sd-38383718+z-9252539-376584810","Lids Oxford Valley Mall 5547","2300 E Lincoln Hwy 2124","Langhorn","PA","19047","US","5547","215-752-5086","Lids","40.1836378","-74.8810481","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-hanes-mall/sd-38663912+z-9675618-3272127914","Lids Hanes Mall 5061","3320 Silas Creek Parkway","Winston-salem","NC","27103","US","5061","336-760-8434","Lids","36.070162","-80.300548","Sun: 12:00 PM-6:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/locker-room-by-lids-hanes-mall/sd-42883462+z-70992-936884664","Locker Room by LIDS Hanes Mall 8016","3320 Silas Creek Pkwy SP244","Winston-Salem","NC","27103","US","8016","336-768-1770","Locker Room by LIDS","36.0699383","-80.301057","Sun: 12:00 PM-6:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/locker-room-by-lids-fan-outfitters-hamburg-pavilion/sd-19010475+z-9491827-2392635446","Locker Room by LIDS 8148","2160 Sir Barton Way SP130","Lexington","KY","40509","US","8148","859-264-0040","Locker Room by LIDS","38.022072","-84.419653","Sun: 12:00 PM-6:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/sports-fan-attic-four-seasons-town-center/sd-19226731+z-9069449-4148571425","Sports Fan-Attic Four Seasons Town Center 8018","321 Four Seasons Town Ctr","Greensboro","NC","27427","US","8018","336-852-3211","Sports Fan-Attic","36.0398368","-79.8375963","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-four-seasons-town-center/sd-38001028+z-872143-1039192902","Lids Four Seasons Town Center 5096","221 Four Seasons Town Centre","Greensboro","NC","27407","US","5096","336-547-6000","Lids","36.039573","-79.837956","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-patrick-henry/sd-3254+z-993055051-2661211162","Lids Patrick Henry 99","12300 Jefferson Ave, 724","Newport News","VA","23602","US","99","757-269-4969","Lids","37.11249","-76.495879","Sun: 12:00 PM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-tanger-rehoboth/sd-27497251+z-9202159-3213918438","Lids Tanger Rehoboth 5556","35706 Bayside Outlet Dr S440","Rehoboth Beach","DE","19971","US","5556","302-226-8580","Lids","38.7148373","-75.1110036","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-8:00 PM; Tue: 10:00 AM-8:00 PM; Wed: 10:00 AM-8:00 PM; Thu: 10:00 AM-8:00 PM; Fri: 10:00 AM-8:00 PM; Sat: 10:00 AM-8:00 PM"
"lids.com","https://lids.com/store/lids-quaker-bridge-mall/sd-62262839+z-805247-896180796","Lids Quaker Bridge Mall 6466","150 Mall Quaker Rd SP2052","Lawrenceville","NJ","08648-2421","US","6466","609-423-9491","Lids","40.3016375","-74.7361013","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/macys-locker-room-by-lids-fayette-mall/sd-35892185+z-9393604-2140971902","Macy's Locker Room by LIDS Fayette Mall 2197","3301 NICHOLASVILLE ROAD","Lexington","KY","40503","US","2197","<MISSING>","Macy's Locker Room by LIDS","37.990957","-84.527073","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-fayette-mall/sd-677867+z-8893664-2918253171","Lids Fayette Mall 111","3401 Nicholasville Rd SP D411","Lexington","KY","40503-3693","US","111","859-245-3157","Lids","37.988482","-84.5278248","Sun: 12:00 PM-6:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 12:00 PM-8:00 PM"
"lids.com","https://lids.com/store/lids-glenbrook-square/sd-41+z-9286391942-3793472861","Lids Glenbrook Square 7","4201 Coldwater Road SPD03A","Fort Wayne","IN","46805","US","7","260-471-4287","Lids","41.116203","-85.138463","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-locker-room-fan-outfitters-palomar-center/sd-19674945+z-9125129-3811236007","Lids Locker Room 8151","3735 Palomar Center Drive SP250","Lexington","KY","40513","US","8151","859-523-5130","Lids Locker Room","38.004343","-84.571256","Sun: 12:00 PM-6:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/lids-genesee-valley/sd-38948047+z-9595306-3237066611","Lids Genesee Valley 5523","3369 S Linden Rd 205","Flint","MI","48507","US","5523","810-733-1334","Lids","42.978127","-83.772024","Sun: 11:00 AM-8:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/lids-muncie-mall/sd-46+z-851982997-3313716190","Lids Muncie Mall 2","3501 N Granville Ave","Muncie","IN","47303","US","2","765-284-4696","Lids","40.2216934","-85.3763872","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-8:00 PM; Tue: 10:00 AM-8:00 PM; Wed: 10:00 AM-8:00 PM; Thu: 10:00 AM-8:00 PM; Fri: 10:00 AM-8:00 PM; Sat: 10:00 AM-8:00 PM"
"lids.com","https://lids.com/store/lids-hamilton-mall/sd-38997078+z-9101057-2906522620","Lids Hamilton Mall 5031","4403 Black Horse Pike","Mays Landing","NJ","08330","US","5031","609-569-1388","Lids","39.453853","-74.643506","Sun: 12:00 PM-5:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/lids-locker-room-the-streets-at-southpoint/sd-31338949+z-9613864-2211625473","Lids Locker Room The Streets at Southpoint 8015","6910 Fayeteville Rd SP291","Durham","NC","27713","US","8015","919-484-3100","Lids Locker Room","35.90347","-78.943008","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-the-streets-at-southpoint/sd-84812246+z-897889-2944978664","Lids The Streets at Southpoint 6302","6910 Fayetteville RD SP2025","Durham","NC","27713","US","6302","919-544-0250","Lids","35.90347","-78.943008","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-destiny-usa/sd-16003513+z-9718989-3519616763","Lids Destiny USA 5022","9765 Destiny USA drive","Syracuse","NY","13204","US","5022","315-478-0284","Lids","43.0695759","-76.1733586","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:30 PM; Tue: 10:00 AM-9:30 PM; Wed: 10:00 AM-9:30 PM; Thu: 10:00 AM-9:30 PM; Fri: 10:00 AM-9:30 PM; Sat: 10:00 AM-9:30 PM"
"lids.com","https://lids.com/store/lids-chesapeake-square/sd-232202+z-96790841-3422828237","Lids Chesapeake Square 102","4200 Portsmouth Blvd, 112","Chesapeake","VA","23321","US","102","757-405-3897","Lids","36.825569","-76.41562","Sun: 12:00 PM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-rockaway-townsquare/sd-16116445+z-9965200-3155874889","Lids Rockaway Townsquare 5081","301 Mount Hope Ave SP2074","Rockaway","NJ","07866","US","5081","973-361-3100","Lids","40.930976","-74.519706","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-triangle-town-center/sd-51724712+z-802745-1590034295","Lids Triangle Town Center 6531","5959 Triangle Town Blvd CL1144","Raleigh","NC","27616","US","6531","919-792-2196","Lids","35.8774409","-78.5547283","Sun: 12:00 PM-6:00 PM; Mon: 11:00 AM-7:00 PM; Tue: 11:00 AM-7:00 PM; Wed: 11:00 AM-7:00 PM; Thu: 11:00 AM-7:00 PM; Fri: 11:00 AM-7:00 PM; Sat: 11:00 AM-7:00 PM"
"lids.com","https://lids.com/store/lids-macarthur-center/sd-38984741+z-9180650-470428407","Lids MacArthur Center 5937","300 Monticello Avenue, SP132","Norfolk","VA","23510","US","5937","757-622-1322","Lids","36.849493","-76.28937","Sun: 12:00 PM-6:00 PM; Mon: 11:00 AM-7:00 PM; Tue: 11:00 AM-7:00 PM; Wed: 11:00 AM-7:00 PM; Thu: 11:00 AM-7:00 PM; Fri: 11:00 AM-7:00 PM; Sat: 11:00 AM-7:00 PM"
"lids.com","https://lids.com/store/lids-crabtree-valley-mall/sd-16084949+z-886790-3696210844","Lids Crabtree Valley Mall 5855","4325 Glenwood Ave Sp2067","Raleigh","NC","27612","US","5855","919-571-3548","Lids","35.840454","-78.679593","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/macys-locker-room-by-lids-meridian-mall/sd-24695012+z-9614667-1691213507","Macy's Locker Room by LIDS Meridian Mall 2351","1982 W GRAND RIVER","Okemos","MI","48864","US","2351","<MISSING>","Macy's Locker Room by LIDS","42.725245","-84.419554","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-meridian-mall/sd-2603+z-986123571-3690627142","Lids Meridian Mall 43","1982 Grand River Ave SP339","Okemos","MI","48864","US","43","517-381-3439","Lids","42.725245","-84.419554","Sun: 11:00 AM-8:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/lids-prime-outlets--birch-run/sd-28584158+z-9074176-267561189","Lids Prime Outlets @ Birch Run 6373","12156 S Beyer Rd Suite V012","Birch Run","MI","48415","US","6373","989-624-4140","Lids","43.246667","-83.774677","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-norfolk-premium/sd-39062341+z-9119555-1238246152","Norfolk Premium","1600 Premium Outlets Blvd  SP618","Norfolk","VA","23502","US","6617","757-402-7577","Lids","36.8822543","-76.1998612","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-menlo-park-mall/sd-27445060+z-9577997-982180564","Lids Menlo Park Mall 5054","55 Parsonage Rd Sp 2440","Edison","NJ","08837","US","5054","732-906-1129","Lids","40.5477179","-74.335528","Sun: 11:00 AM-5:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-freehold-raceway/sd-344929+z-95688485-1770329297","Lids Freehold Raceway 157","3710 Route 9, B126","Freehold","NJ","07728","US","157","732-683-0733","Lids","40.253646","-74.300177","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-livingston-mall/sd-27401255+z-9782750-813350105","Lids Livingston Mall 5610","112 Eisenhower Parkway","Livingston","NJ","07039","US","5610","973-740-0444","Lids","40.776592","-74.353456","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:30 PM; Tue: 10:00 AM-9:30 PM; Wed: 10:00 AM-9:30 PM; Thu: 10:00 AM-9:30 PM; Fri: 10:00 AM-9:30 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-greenbrier/sd-236987+z-8092664-1536742991","Lids Greenbrier 139","1401 Greenbrier Pkwy, 1088","Chesapeake","VA","23320","US","139","757-424-7440","Lids","36.778376","-76.226019","Sun: 12:00 PM-6:00 PM; Mon: 10:30 AM-7:00 PM; Tue: 10:30 AM-7:00 PM; Wed: 10:30 AM-7:00 PM; Thu: 10:30 AM-7:00 PM; Fri: 10:30 AM-7:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/lids-golden-east-crossing/sd-27533327+z-9414582-3122271193","Lids Golden East Crossing 5805","1100 N Wesleyan Blvd  SP5022","Rocky Mount","NC","27804","US","5805","252-985-1150","Lids","35.974139","-77.806564","Sun: 1:00 PM-6:00 PM; Mon: 11:00 AM-7:00 PM; Tue: 11:00 AM-7:00 PM; Wed: 11:00 AM-7:00 PM; Thu: 11:00 AM-7:00 PM; Fri: 11:00 AM-7:00 PM; Sat: 11:00 AM-7:00 PM"
"lids.com","https://lids.com/store/lids-woodbridge-center/sd-38561103+z-9317351-1418250636","Lids Woodbridge Center 5103","252 Woodbridge Ctr Dr","Woodbridge","NJ","07095","US","5103","732-855-5852","Lids","40.554011","-74.300231","Sun: 11:00 AM-5:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/sports-fan-attic-valley-hills-mall/sd-20007920+z-9342213-2773179386","Sports Fan-Attic Valley Hills Mall 8028","1960 Highway 70 SE SPDE-112","Hickory","NC","28602","US","8028","828-327-4345","Sports Fan-Attic","35.703736","-81.305123","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-lansing-mall/sd-2475+z-928935388-4107689546","Lids Lansing Mall 28","5286 W Saginaw Hwy, 187","Lansing","MI","48917","US","28","517-323-8067","Lids","42.742735","-84.628911","Sun: 12:00 PM-6:00 PM; Mon: 11:00 AM-8:00 PM; Tue: 11:00 AM-8:00 PM; Wed: 11:00 AM-8:00 PM; Thu: 11:00 AM-8:00 PM; Fri: 11:00 AM-8:00 PM; Sat: 11:00 AM-8:00 PM"
"lids.com","https://lids.com/store/lids-lynnhaven-mall/sd-72679096+z-877710-2544634044","Lids Lynnhaven Mall 5117","701 Lynnhaven Pkwy SPC22A","Virginia Beach","VA","23452","US","5117","757-263-4943","Lids","36.8161011","-76.0708641","Sun: 11:00 AM-7:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
"lids.com","https://lids.com/store/lids-willowbrook-mall/sd-21351456+z-9421018-762826513","Lids Willowbrook Mall 9231","1400 Willowbrook Mall SP2065","Wayne","NJ","07470-6905","US","9231","973-256-0040","Lids","40.9253725","-74.2765441","Sun: 11:00 AM-6:00 PM; Mon: 10:00 AM-9:00 PM; Tue: 10:00 AM-9:00 PM; Wed: 10:00 AM-9:00 PM; Thu: 10:00 AM-9:00 PM; Fri: 10:00 AM-9:00 PM; Sat: 10:00 AM-9:00 PM"
